iter	Logloss
608	0.1525852957
609	0.1525538578
610	0.1524941966
611	0.1524286643
612	0.1523710688
613	0.1523188973
614	0.1523001247
615	0.1522425708
616	0.1522061163
617	0.1521640071
618	0.1520925596
619	0.1520354759
620	0.1519247606
621	0.1518751536
622	0.151818137
623	0.1517901092
624	0.1517438301
625	0.1516939034
626	0.1516548162
627	0.1516084241
628	0.1515585304
629	0.1515043047
630	0.1514475477
631	0.1513748137
632	0.1513376677
633	0.151307644
634	0.1512291007
635	0.1510898514
636	0.1510380889
637	0.1510374587
638	0.1509852123
639	0.150897693
640	0.1508333221
641	0.1507189838
642	0.1506673198
643	0.1505891558
644	0.1504982364
645	0.150449485
646	0.1503746484
647	0.1503096147
648	0.1502693079
649	0.150217169
650	0.1501595831
651	0.1500777626
652	0.150035993
653	0.1499679335
654	0.1498597274
655	0.1498179624
656	0.1497620814
657	0.1496622451
658	0.1495988864
659	0.1495013358
660	0.1494756459
661	0.1493771161
662	0.149322521
663	0.149222152
664	0.1491552217
665	0.1490920277
666	0.1489769974
667	0.148879545
668	0.1487896567
669	0.1486978338
670	0.1486300398
671	0.1485603165
672	0.1484947273
673	0.1484547565
674	0.1483710376
675	0.1483251227
676	0.1482302227
677	0.1480883752
678	0.1480615869
679	0.1480025396
680	0.1479748911
681	0.1479129518
682	0.1478242828
683	0.1477845155
684	0.1477302452
685	0.1476345762
686	0.1476157128
687	0.1475742477
688	0.1475025187
689	0.1474270688
690	0.1473652679
691	0.1473308286
692	0.1472720208
693	0.1472196633
694	0.1471259725
695	0.1470694036
696	0.1470024808
697	0.1469447248
698	0.1468928438
699	0.1468381308
700	0.146741984
701	0.1466621791
702	0.1466169349
703	0.1465573717
704	0.1465382313
705	0.1464872682
706	0.1464440304
707	0.1463932737
708	0.1463136737
709	0.1462630223
710	0.1462136775
711	0.1461395436
712	0.1460977177
713	0.1460532526
714	0.1459998203
715	0.1458957179
716	0.145633389
717	0.1455942157
718	0.1455558769
719	0.1455128667
720	0.1454764755
721	0.1454489226
722	0.1453866405
723	0.1452947923
724	0.145124672
725	0.1450801841
726	0.1450190077
727	0.1447389461
728	0.1446053133
729	0.1445698369
730	0.1445218598
731	0.1444412462
732	0.144373553
733	0.1443453012
734	0.1442584296
735	0.1442248389
736	0.1442135113
737	0.1441661452
738	0.1441290023
739	0.1440877339
740	0.1439673275
741	0.1439115795
742	0.1437329313
743	0.1436995814
744	0.1436416575
745	0.1435948273
746	0.1435447001
747	0.1435400739
748	0.143525196
749	0.1434475917
750	0.1434468537
751	0.1433939496
752	0.1433100357
753	0.1432096261
754	0.1431520625
755	0.143115799
756	0.1430652539
757	0.1430305592
758	0.1430019769
759	0.1429589184
760	0.1429155201
761	0.1428696945
762	0.1428063356
763	0.1427655431
764	0.1427332465
765	0.1426848609
766	0.1426321666
767	0.1426085646
768	0.1425816447
769	0.1425417539
770	0.1424997765
771	0.1424503405
772	0.1424159497
773	0.1423864457
774	0.1423131038
775	0.1422728018
776	0.1422381187
777	0.1420906087
778	0.1420383971
779	0.1420175682
780	0.1418841
781	0.1417200889
782	0.1416232538
783	0.1415746891
784	0.1415296151
785	0.1413248794
786	0.1412743732
787	0.1412183383
788	0.1411284242
789	0.1410589769
790	0.1408633686
791	0.1408284361
792	0.1407758868
793	0.1407607583
794	0.1407235333
795	0.1406874725
796	0.1405325808
797	0.1404011444
798	0.1402001077
799	0.1401014022
800	0.1400281712
801	0.1399466571
802	0.1399194355
803	0.1398658446
804	0.1397922386
805	0.1396392973
806	0.1394951946
807	0.1394343809
808	0.1393807257
809	0.1393165719
810	0.1392262618
811	0.1391170017
812	0.1390178196
813	0.1389572051
814	0.1389086519
815	0.1387743175
816	0.1386940839
817	0.1386599043
818	0.13860622
819	0.1385705569
820	0.1383384479
821	0.1379914067
822	0.1379599629
823	0.1378190634
824	0.1377623089
825	0.1377329692
826	0.1376500602
827	0.1376184214
828	0.137537103
829	0.1372337791
830	0.1371963476
831	0.1371187634
832	0.1371044304
833	0.1370785201
834	0.137002328
835	0.1369353094
836	0.1368566094
837	0.1368222451
838	0.1367755588
839	0.1367227304
840	0.1366870641
841	0.1366526224
842	0.1365837076
843	0.1365300902
844	0.1364707693
845	0.1363253467
846	0.1362906697
847	0.1362833644
848	0.1362465881
849	0.1362103831
850	0.1361363065
851	0.1361359097
852	0.1360926237
853	0.1358084849
854	0.1357846107
855	0.1357392823
856	0.135688153
857	0.1356295901
858	0.1355323864
859	0.135497154
860	0.1353892543
861	0.1353619587
862	0.1353548297
863	0.1352860661
864	0.135061711
865	0.134978597
866	0.1348614664
867	0.134786961
868	0.1347156633
869	0.1346574663
870	0.1346058538
871	0.1345591679
872	0.1345255056
873	0.1344868064
874	0.1343946733
875	0.1342215871
876	0.1341889554
877	0.1341055533
878	0.1340291036
879	0.1339898175
880	0.1339685529
881	0.1339258195
882	0.1338415741
883	0.1338069023
884	0.1337674448
885	0.1336855512
886	0.1336331966
887	0.1336062509
888	0.1335996027
889	0.1335443786
890	0.1333714363
891	0.1332373921
892	0.1331799916
893	0.13302247
894	0.1329553118
895	0.1329175521
896	0.1328757791
897	0.1327530785
898	0.1325651044
899	0.132506569
900	0.1324375133
901	0.1323913309
902	0.1322879276
903	0.1322237979
904	0.1321694104
905	0.1319216083
906	0.1318744246
907	0.1318555576
908	0.1318219458
909	0.1317951732
910	0.1317545185
911	0.1316862518
912	0.131634534
913	0.131567122
914	0.1314825283
915	0.1314572838
916	0.1314285391
917	0.1313832259
918	0.1313367597
919	0.1311478475
920	0.1309996683
921	0.1309291061
922	0.1308638651
923	0.130761002
924	0.1307272992
925	0.1306651826
926	0.1304957051
927	0.1304879905
928	0.1304443507
929	0.1304093699
930	0.1303311057
931	0.1303012671
932	0.1302652932
933	0.1302459533
934	0.1302146798
935	0.1301823183
936	0.130143349
937	0.13011863
938	0.1300549613
939	0.1299956509
940	0.1299410982
941	0.1299197324
942	0.1298518704
943	0.1297951839
944	0.1297436786
945	0.1296926975
946	0.1296337532
947	0.1296195702
948	0.1295868084
949	0.1295267052
950	0.1294278784
951	0.1293662966
952	0.1293248058
953	0.1292745987
954	0.1292238277
955	0.129172846
956	0.1291254275
957	0.1290693833
958	0.1290245084
959	0.1289276137
960	0.1288732164
961	0.1288530007
962	0.1287907634
963	0.128762262
964	0.1287420078
965	0.128737241
966	0.1287369384
967	0.1286891633
968	0.1286595257
969	0.1285607938
970	0.128507297
971	0.1284992051
972	0.1284654008
973	0.12842154
974	0.1283777161
975	0.1283773138
976	0.12833904
977	0.1283384262
978	0.1282977397
979	0.1282058702
980	0.1281468453
981	0.1280861309
982	0.128058583
983	0.12802632
984	0.1279157269
985	0.1278490296
986	0.1278016248
987	0.1276688094
988	0.1276079253
989	0.1275512205
990	0.127507184
991	0.1274378049
992	0.1274232528
993	0.1273485449
994	0.1273307749
995	0.1272958853
996	0.1272191515
997	0.127160625
998	0.1271490777
999	0.1271011046
